Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Speed_kmph,Alcohol_Involved,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Day_of_Week,Month
985,2023-05-19,18:13,Chennai,Clear,Wet,Daylight,Car,28,Male,29,No,1,1,Minor,Friday,May
986,2024-05-25,11:19,Kolkata,Clear,Dry,Darkness,Motorcycle,40,Male,113,No,3,5,Minor,Saturday,May
987,2023-09-16,01:54,Ahmedabad,Clear,Dry,Daylight,Truck,67,Male,26,No,1,3,Minor,Saturday,September
988,2024-11-03,05:45,Bangalore,Rain,Dry,Darkness,Bus,28,Male,55,No,2,1,Minor,Sunday,November
989,2024-11-20,01:10,Bangalore,Clear,Dry,Daylight,Bus,66,Female,54,No,4,3,Serious,Wednesday,November
990,2023-01-10,18:43,Chennai,Clear,Icy,Darkness,Car,19,Male,107,No,1,2,Serious,Tuesday,January
991,2023-09-18,20:33,Delhi,Clear,Snowy,Twilight,Auto Rickshaw,20,Male,58,No,2,4,Minor,Monday,September
992,2024-10-11,06:08,Jaipur,Rain,Wet,Darkness,Car,28,Male,55,No,1,3,Minor,Friday,October
993,2023-06-21,17:01,Ahmedabad,Fog,Wet,Daylight,Auto Rickshaw,67,Male,39,No,4,4,Minor,Wednesday,June
994,2023-01-13,13:03,Ahmedabad,Fog,Wet,Twilight,Motorcycle,52,Male,68,No,4,3,Minor,Friday,January
995,2023-06-17,01:15,Lucknow,Rain,Dry,Darkness,Bicycle,32,Male,115,Yes,1,0,Minor,Saturday,June
996,2024-10-03,11:56,Hyderabad,Clear,Wet,Daylight,Truck,60,Male,78,No,3,0,Fatal,Thursday,October
997,2024-08-18,14:32,Pune,Rain,Dry,Daylight,Bus,28,Male,68,No,1,0,Fatal,Sunday,August
998,2023-11-17,19:18,Hyderabad,Rain,Dry,Darkness,Car,48,Male,109,No,2,3,Serious,Friday,November
999,2023-11-15,23:09,Jaipur,Clear,Wet,Darkness,Truck,45,Male,45,Yes,3,5,Serious,Wednesday,November
1000,2024-09-04,20:57,Bangalore,Clear,Dry,Daylight,Auto Rickshaw,45,Male,55,No,2,5,Serious,Wednesday,September
1001,2023-11-25,01:48,Bangalore,Clear,Snowy,Daylight,Bicycle,49,Female,62,Yes,2,4,Minor,Saturday,November
1002,2024-07-03,20:26,Bangalore,Snow,Dry,Twilight,Bus,42,Male,118,No,3,0,Fatal,Wednesday,July
1003,2024-02-23,15:08,Lucknow,Rain,Wet,Daylight,Bus,37,Female,62,Yes,4,4,Serious,Friday,February
1004,2024-08-28,14:00,Bangalore,Rain,Dry,Daylight,Auto Rickshaw,45,Male,118,No,2,3,Serious,Wednesday,August
1005,2023-04-05,14:50,Jaipur,Clear,Wet,Daylight,Bicycle,42,Male,95,No,1,4,Minor,Wednesday,April
1006,2024-08-03,04:09,Chennai,Clear,Wet,Darkness,Bus,28,Male,52,No,4,4,Minor,Saturday,August
1007,2023-11-14,19:24,Pune,Clear,Dry,Daylight,Bicycle,36,Male,119,No,4,0,Minor,Tuesday,November
1008,2023-08-24,06:45,Jaipur,Clear,Dry,Darkness,Bus,45,Male,97,No,3,5,Minor,Thursday,August
1009,2023-11-30,15:54,Pune,Fog,Dry,Daylight,Motorcycle,18,Male,116,Yes,1,1,Minor,Thursday,November
1010,2024-01-11,13:44,Jaipur,Rain,Dry,Darkness,Auto Rickshaw,22,Male,64,No,1,2,Serious,Thursday,January
1011,2024-04-03,13:07,Bangalore,Clear,Wet,Darkness,Bicycle,27,Male,64,Yes,4,3,Serious,Wednesday,April
1012,2023-05-17,08:42,Chennai,Fog,Snowy,Daylight,Truck,59,Male,107,No,2,3,Serious,Wednesday,May
1013,2024-08-10,05:04,Ahmedabad,Clear,Dry,Daylight,Motorcycle,63,Male,34,No,2,3,Minor,Saturday,August
1014,2024-06-30,22:20,Hyderabad,Windy,Wet,Daylight,Truck,51,Male,114,No,1,2,Fatal,Sunday,June
1015,2024-05-27,04:01,Kolkata,Clear,Snowy,Daylight,Auto Rickshaw,53,Male,36,No,4,1,Fatal,Monday,May
1016,2023-10-23,19:46,Chennai,Clear,Dry,Darkness,Bus,19,Male,31,Yes,4,5,Minor,Monday,October
1017,2023-11-16,16:07,Ahmedabad,Clear,Wet,Daylight,Truck,35,Male,41,No,4,4,Minor,Thursday,November
1018,2024-07-25,06:17,Delhi,Clear,Wet,Darkness,Motorcycle,30,Female,42,No,3,5,Minor,Thursday,July
1019,2023-12-15,11:55,Jaipur,Clear,Dry,Daylight,Bicycle,68,Female,109,No,1,3,Serious,Friday,December
1020,2023-08-17,22:34,Delhi,Rain,Dry,Daylight,Car,22,Male,97,No,1,4,Minor,Thursday,August
1021,2023-09-27,12:04,Ahmedabad,Fog,Dry,Daylight,Truck,37,Male,31,No,2,0,Minor,Wednesday,September
1022,2023-10-18,14:58,Chennai,Fog,Icy,Daylight,Car,19,Male,87,Yes,2,5,Serious,Wednesday,October
1023,2024-12-25,19:55,Jaipur,Clear,Snowy,Daylight,Auto Rickshaw,28,Male,70,No,1,0,Minor,Wednesday,December
1024,2023-06-14,13:48,Kolkata,Rain,Wet,Darkness,Truck,47,Male,32,No,1,0,Minor,Wednesday,June
1025,2023-01-05,05:07,Bangalore,Clear,Dry,Daylight,Truck,49,Male,76,No,2,5,Fatal,Thursday,January
1026,2024-01-14,14:42,Jaipur,Clear,Dry,Daylight,Bicycle,49,Male,74,No,1,3,Serious,Sunday,January
1027,2023-03-19,01:44,Jaipur,Rain,Dry,Darkness,Bus,67,Male,101,Yes,2,2,Minor,Sunday,March
1028,2024-02-14,07:17,Chennai,Rain,Dry,Darkness,Motorcycle,55,Male,47,Yes,1,3,Serious,Wednesday,February
1029,2024-07-27,16:55,Chennai,Clear,Wet,Daylight,Motorcycle,45,Male,63,Yes,3,0,Minor,Saturday,July
1030,2023-05-12,05:40,Ahmedabad,Clear,Icy,Darkness,Motorcycle,27,Male,38,No,3,0,Serious,Friday,May
1031,2024-08-23,21:34,Mumbai,Windy,Snowy,Daylight,Auto Rickshaw,39,Male,65,Yes,4,3,Minor,Friday,August
1032,2023-02-11,22:49,Jaipur,Clear,Wet,Darkness,Bus,34,Male,22,No,1,2,Minor,Saturday,February
1033,2023-03-30,16:28,Hyderabad,Clear,Dry,Darkness,Car,39,Male,102,No,2,2,Minor,Thursday,March
1034,2024-02-06,00:21,Jaipur,Rain,Dry,Darkness,Motorcycle,60,Female,39,Yes,1,4,Serious,Tuesday,February
1035,2023-10-23,20:25,Ahmedabad,Clear,Dry,Darkness,Car,36,Male,44,No,1,1,Serious,Monday,October
1036,2023-10-22,19:54,Pune,Clear,Wet,Daylight,Bus,34,Male,94,No,4,0,Fatal,Sunday,October
1037,2024-09-07,05:18,Delhi,Clear,Wet,Darkness,Auto Rickshaw,41,Male,75,No,2,2,Serious,Saturday,September
1038,2024-06-09,00:49,Bangalore,Fog,Dry,Daylight,Bus,53,Male,100,No,1,5,Serious,Sunday,June
1039,2024-11-21,21:09,Mumbai,Rain,Dry,Daylight,Bicycle,49,Male,80,No,2,0,Minor,Thursday,November
1040,2024-09-28,18:53,Kolkata,Rain,Dry,Daylight,Motorcycle,63,Male,74,No,1,1,Serious,Saturday,September
1041,2024-02-26,21:18,Kolkata,Windy,Dry,Twilight,Auto Rickshaw,69,Male,54,Yes,4,5,Minor,Monday,February
1042,2023-01-23,21:32,Kolkata,Fog,Dry,Darkness,Bicycle,53,Male,97,No,2,0,Minor,Monday,January
1043,2024-07-28,00:32,Chennai,Clear,Dry,Daylight,Motorcycle,45,Female,78,No,1,2,Minor,Sunday,July
1044,2023-05-23,23:27,Kolkata,Clear,Dry,Darkness,Bus,31,Male,58,No,3,4,Minor,Tuesday,May
1045,2024-10-26,05:57,Bangalore,Rain,Snowy,Darkness,Bus,53,Male,76,No,2,3,Serious,Saturday,October
1046,2023-05-25,11:01,Delhi,Rain,Dry,Daylight,Truck,23,Male,102,No,4,5,Minor,Thursday,May
1047,2023-08-13,20:31,Kolkata,Rain,Dry,Daylight,Truck,26,Male,86,No,3,3,Minor,Sunday,August
1048,2024-05-17,07:01,Jaipur,Rain,Dry,Darkness,Bus,38,Male,53,No,2,2,Minor,Friday,May
1049,2024-09-07,23:46,Jaipur,Clear,Dry,Daylight,Bus,29,Male,60,Yes,2,2,Minor,Saturday,September
1050,2023-04-14,01:44,Chennai,Clear,Dry,Daylight,Car,47,Female,41,Yes,2,5,Minor,Friday,April
1051,2023-02-08,17:32,Bangalore,Clear,Dry,Darkness,Car,48,Male,46,No,2,1,Serious,Wednesday,February
1052,2023-07-17,16:43,Delhi,Clear,Dry,Twilight,Bicycle,57,Female,40,No,1,5,Fatal,Monday,July
1053,2024-10-07,14:31,Mumbai,Clear,Dry,Darkness,Truck,21,Male,60,No,1,0,Minor,Monday,October
1054,2024-08-01,01:53,Ahmedabad,Rain,Wet,Darkness,Truck,48,Female,50,No,2,1,Minor,Thursday,August
1055,2024-01-26,02:36,Delhi,Rain,Dry,Daylight,Bus,44,Male,46,Yes,4,3,Minor,Friday,January
1056,2023-06-28,10:20,Ahmedabad,Clear,Wet,Daylight,Bus,42,Male,56,Yes,1,0,Serious,Wednesday,June
1057,2024-07-07,01:59,Pune,Clear,Dry,Darkness,Bicycle,22,Male,85,No,2,1,Minor,Sunday,July
1058,2024-03-23,02:46,Ahmedabad,Clear,Dry,Daylight,Auto Rickshaw,23,Male,73,Yes,2,3,Minor,Saturday,March
1059,2024-05-14,08:34,Hyderabad,Clear,Dry,Darkness,Auto Rickshaw,22,Male,28,No,4,0,Serious,Tuesday,May
1060,2023-01-15,04:33,Jaipur,Rain,Dry,Daylight,Auto Rickshaw,68,Male,102,No,4,4,Fatal,Sunday,January
1061,2024-09-14,18:30,Bangalore,Fog,Snowy,Daylight,Truck,44,Male,61,No,4,5,Serious,Saturday,September
1062,2024-10-30,01:57,Lucknow,Fog,Wet,Daylight,Car,25,Male,55,No,3,5,Minor,Wednesday,October
1063,2023-10-16,19:48,Chennai,Rain,Snowy,Twilight,Auto Rickshaw,26,Male,29,No,2,5,Minor,Monday,October
1064,2024-04-22,13:47,Hyderabad,Rain,Snowy,Daylight,Motorcycle,32,Male,78,Yes,4,4,Serious,Monday,April
1065,2023-08-19,17:54,Ahmedabad,Clear,Wet,Daylight,Bicycle,53,Male,59,No,2,1,Serious,Saturday,August
1066,2024-02-24,13:12,Kolkata,Clear,Dry,Daylight,Auto Rickshaw,58,Male,73,No,1,2,Minor,Saturday,February
1067,2023-06-06,16:14,Bangalore,Clear,Dry,Darkness,Motorcycle,24,Male,58,No,2,0,Minor,Tuesday,June
1068,2024-07-03,09:57,Hyderabad,Windy,Icy,Daylight,Auto Rickshaw,49,Male,26,No,2,1,Minor,Wednesday,July
1069,2024-03-16,18:16,Chennai,Clear,Wet,Daylight,Car,25,Male,23,No,3,2,Minor,Saturday,March
1070,2023-04-07,11:50,Jaipur,Clear,Dry,Daylight,Car,64,Male,34,No,1,5,Serious,Friday,April
1071,2024-02-15,20:35,Bangalore,Fog,Wet,Darkness,Auto Rickshaw,68,Male,95,No,1,5,Minor,Thursday,February
1072,2023-10-16,14:36,Chennai,Snow,Dry,Daylight,Motorcycle,32,Female,67,No,3,5,Serious,Monday,October
1073,2023-09-11,19:52,Pune,Fog,Dry,Daylight,Bicycle,54,Male,25,No,4,2,Minor,Monday,September
1074,2023-07-15,10:53,Pune,Clear,Dry,Daylight,Motorcycle,36,Male,92,No,4,0,Serious,Saturday,July
1075,2024-08-20,06:09,Chennai,Clear,Wet,Daylight,Bicycle,56,Male,54,Yes,2,0,Minor,Tuesday,August
1076,2024-06-05,22:21,Hyderabad,Clear,Snowy,Darkness,Auto Rickshaw,23,Female,91,No,3,2,Serious,Wednesday,June
1077,2024-05-31,04:03,Bangalore,Clear,Dry,Daylight,Bicycle,36,Male,90,Yes,4,3,Minor,Friday,May
1078,2024-09-26,13:12,Hyderabad,Clear,Dry,Twilight,Bus,45,Male,87,No,1,5,Serious,Thursday,September
1079,2023-04-28,20:13,Mumbai,Clear,Dry,Twilight,Truck,34,Male,77,No,3,1,Minor,Friday,April
1080,2023-06-08,08:24,Ahmedabad,Snow,Wet,Daylight,Truck,59,Male,96,No,4,0,Minor,Thursday,June
1081,2023-08-16,10:45,Mumbai,Clear,Dry,Darkness,Car,36,Male,38,Yes,1,2,Fatal,Wednesday,August
1082,2023-08-04,20:09,Pune,Rain,Dry,Darkness,Bus,48,Male,81,No,3,3,Minor,Friday,August
1083,2024-11-26,04:34,Jaipur,Rain,Dry,Darkness,Truck,28,Male,90,No,2,4,Minor,Tuesday,November
1084,2023-01-15,13:44,Delhi,Clear,Dry,Daylight,Auto Rickshaw,32,Female,29,Yes,2,2,Minor,Sunday,January
1085,2023-06-06,10:24,Ahmedabad,Rain,Dry,Daylight,Bicycle,27,Male,44,No,1,3,Minor,Tuesday,June
1086,2024-10-09,02:15,Pune,Clear,Wet,Daylight,Bicycle,60,Male,63,Yes,4,4,Minor,Wednesday,October
1087,2023-09-18,08:48,Hyderabad,Clear,Dry,Darkness,Motorcycle,40,Male,118,No,4,3,Minor,Monday,September
1088,2023-06-06,17:29,Hyderabad,Rain,Wet,Daylight,Motorcycle,20,Male,77,Yes,3,0,Minor,Tuesday,June
1089,2023-02-16,12:27,Hyderabad,Clear,Dry,Daylight,Bicycle,20,Female,44,No,1,2,Fatal,Thursday,February
1090,2023-11-20,23:31,Jaipur,Windy,Dry,Daylight,Auto Rickshaw,35,Female,112,No,4,4,Serious,Monday,November
1091,2024-11-15,09:22,Mumbai,Clear,Dry,Daylight,Bicycle,42,Female,95,No,2,3,Minor,Friday,November
1092,2023-05-10,17:57,Delhi,Rain,Wet,Daylight,Motorcycle,60,Female,59,No,1,4,Serious,Wednesday,May
1093,2024-02-15,05:43,Hyderabad,Clear,Snowy,Daylight,Truck,37,Male,95,No,2,1,Minor,Thursday,February
1094,2023-04-05,00:01,Lucknow,Clear,Snowy,Daylight,Car,46,Male,89,Yes,1,2,Serious,Wednesday,April
1095,2024-09-18,09:13,Ahmedabad,Clear,Dry,Twilight,Motorcycle,39,Male,29,No,3,0,Minor,Wednesday,September
1096,2023-10-19,22:02,Bangalore,Rain,Dry,Daylight,Auto Rickshaw,67,Male,85,No,4,4,Minor,Thursday,October
1097,2023-10-10,21:36,Lucknow,Fog,Wet,Darkness,Truck,32,Female,44,No,4,5,Minor,Tuesday,October
1098,2023-03-10,18:29,Delhi,Fog,Wet,Daylight,Truck,56,Male,90,No,4,3,Minor,Friday,March
1099,2024-10-21,02:34,Jaipur,Clear,Dry,Daylight,Truck,27,Male,106,No,2,5,Minor,Monday,October
1100,2023-01-11,04:09,Delhi,Fog,Wet,Darkness,Bus,38,Female,30,No,4,4,Serious,Wednesday,January
1101,2023-09-11,18:45,Bangalore,Rain,Dry,Darkness,Bus,69,Male,55,No,1,5,Serious,Monday,September
1102,2024-07-03,06:50,Ahmedabad,Rain,Dry,Daylight,Truck,46,Female,68,Yes,2,3,Serious,Wednesday,July
1103,2023-05-14,18:27,Bangalore,Clear,Dry,Twilight,Auto Rickshaw,49,Male,67,No,3,4,Minor,Sunday,May
1104,2024-12-12,12:51,Chennai,Rain,Dry,Twilight,Bicycle,27,Male,106,No,2,0,Fatal,Thursday,December
1105,2023-01-23,12:38,Ahmedabad,Fog,Dry,Twilight,Auto Rickshaw,30,Male,26,Yes,3,0,Serious,Monday,January
1106,2023-12-12,20:40,Delhi,Clear,Dry,Daylight,Bus,64,Male,110,No,2,2,Minor,Tuesday,December
1107,2023-10-29,19:13,Hyderabad,Fog,Dry,Daylight,Motorcycle,40,Male,96,No,4,0,Minor,Sunday,October
1108,2023-12-29,12:28,Delhi,Rain,Dry,Darkness,Bus,67,Male,70,No,3,4,Serious,Friday,December
1109,2024-01-31,07:35,Delhi,Clear,Dry,Darkness,Bicycle,40,Female,36,No,4,4,Serious,Wednesday,January
1110,2023-08-06,18:45,Ahmedabad,Clear,Wet,Daylight,Car,48,Male,51,Yes,2,0,Minor,Sunday,August
1111,2023-05-21,08:41,Chennai,Clear,Dry,Darkness,Bus,21,Male,45,No,3,1,Minor,Sunday,May
1112,2024-09-07,01:56,Delhi,Rain,Dry,Daylight,Auto Rickshaw,69,Male,41,No,1,4,Serious,Saturday,September
1113,2023-07-29,03:52,Lucknow,Fog,Dry,Daylight,Auto Rickshaw,66,Female,32,No,1,2,Minor,Saturday,July
1114,2024-09-14,12:52,Pune,Clear,Snowy,Daylight,Truck,20,Male,31,No,2,1,Minor,Saturday,September
1115,2024-09-07,15:42,Kolkata,Fog,Dry,Darkness,Truck,38,Male,90,No,3,0,Minor,Saturday,September
1116,2024-11-13,13:52,Kolkata,Fog,Dry,Daylight,Truck,19,Male,20,No,1,3,Minor,Wednesday,November
1117,2024-04-04,06:25,Delhi,Clear,Dry,Darkness,Car,21,Male,52,No,4,4,Minor,Thursday,April
1118,2023-12-22,05:44,Lucknow,Fog,Wet,Daylight,Bicycle,18,Female,33,No,4,3,Minor,Friday,December
1119,2023-11-20,23:27,Hyderabad,Windy,Dry,Darkness,Motorcycle,32,Male,83,No,2,5,Serious,Monday,November
1120,2023-05-13,06:59,Jaipur,Rain,Dry,Twilight,Auto Rickshaw,50,Male,62,No,4,2,Serious,Saturday,May
1121,2023-05-07,06:15,Jaipur,Fog,Dry,Darkness,Auto Rickshaw,23,Female,77,No,4,1,Minor,Sunday,May
1122,2023-04-16,07:59,Ahmedabad,Windy,Dry,Twilight,Bicycle,24,Male,60,Yes,4,3,Minor,Sunday,April
1123,2024-08-26,08:58,Kolkata,Rain,Wet,Daylight,Car,36,Male,100,No,1,2,Minor,Monday,August
1124,2024-01-13,02:35,Delhi,Clear,Snowy,Daylight,Truck,61,Male,87,No,3,3,Fatal,Saturday,January
1125,2023-02-20,10:50,Jaipur,Fog,Wet,Daylight,Bicycle,18,Male,58,No,2,3,Minor,Monday,February
1126,2023-01-29,11:02,Delhi,Rain,Wet,Daylight,Motorcycle,56,Male,20,No,3,2,Serious,Sunday,January
1127,2024-04-06,02:10,Ahmedabad,Rain,Dry,Darkness,Truck,36,Female,60,No,3,4,Minor,Saturday,April
1128,2023-10-23,14:22,Kolkata,Clear,Dry,Daylight,Motorcycle,62,Male,64,No,3,3,Fatal,Monday,October
1129,2023-10-24,10:54,Bangalore,Fog,Wet,Daylight,Bus,43,Male,107,Yes,1,2,Minor,Tuesday,October
1130,2024-12-26,04:02,Pune,Clear,Dry,Daylight,Motorcycle,61,Male,117,Yes,4,3,Minor,Thursday,December
1131,2024-02-11,18:02,Pune,Snow,Snowy,Daylight,Truck,29,Male,117,No,2,4,Serious,Sunday,February
1132,2024-09-04,22:03,Jaipur,Clear,Dry,Daylight,Bus,39,Male,107,No,3,2,Serious,Wednesday,September
1133,2024-02-09,00:38,Pune,Clear,Dry,Darkness,Truck,30,Male,98,No,4,3,Minor,Friday,February
1134,2023-12-12,00:53,Bangalore,Clear,Wet,Daylight,Auto Rickshaw,45,Male,100,No,1,0,Minor,Tuesday,December
1135,2024-09-13,06:56,Delhi,Clear,Wet,Daylight,Truck,31,Male,32,No,3,4,Serious,Friday,September
1136,2024-02-24,02:50,Ahmedabad,Rain,Wet,Darkness,Bus,39,Male,90,No,4,3,Serious,Saturday,February
1137,2023-07-01,08:28,Bangalore,Snow,Dry,Darkness,Motorcycle,47,Male,28,No,1,1,Serious,Saturday,July
1138,2023-01-01,05:33,Ahmedabad,Fog,Wet,Daylight,Auto Rickshaw,61,Male,82,No,4,2,Minor,Sunday,January
1139,2024-07-20,08:50,Ahmedabad,Clear,Dry,Darkness,Car,37,Male,118,No,2,3,Serious,Saturday,July
1140,2024-01-06,16:24,Kolkata,Clear,Dry,Daylight,Car,61,Male,42,No,4,4,Fatal,Saturday,January
1141,2024-10-22,00:12,Delhi,Fog,Icy,Daylight,Car,44,Male,73,No,4,4,Minor,Tuesday,October
1142,2024-03-06,15:39,Lucknow,Snow,Wet,Daylight,Car,55,Male,66,No,2,1,Minor,Wednesday,March
1143,2023-11-05,16:11,Pune,Clear,Dry,Daylight,Bicycle,59,Male,58,No,2,1,Serious,Sunday,November
1144,2023-05-17,19:39,Lucknow,Clear,Wet,Darkness,Car,69,Male,106,No,4,5,Minor,Wednesday,May
1145,2023-07-21,09:02,Kolkata,Clear,Dry,Daylight,Bus,58,Male,45,No,2,5,Minor,Friday,July
1146,2024-03-11,18:40,Ahmedabad,Fog,Dry,Daylight,Car,51,Male,20,Yes,4,3,Minor,Monday,March
1147,2023-11-09,06:11,Jaipur,Rain,Dry,Darkness,Truck,56,Male,33,No,3,0,Serious,Thursday,November
1148,2023-04-27,13:31,Pune,Clear,Icy,Daylight,Car,58,Male,115,No,4,4,Minor,Thursday,April
1149,2024-10-27,00:00,Pune,Clear,Dry,Daylight,Motorcycle,61,Male,93,No,1,0,Serious,Sunday,October
1150,2024-07-28,05:42,Delhi,Fog,Wet,Darkness,Bus,54,Female,84,No,2,0,Serious,Sunday,July
1151,2023-09-01,19:11,Chennai,Clear,Dry,Daylight,Bus,18,Male,88,Yes,3,3,Serious,Friday,September
1152,2024-06-20,14:25,Mumbai,Clear,Wet,Darkness,Auto Rickshaw,32,Male,86,Yes,2,2,Minor,Thursday,June
1153,2024-08-24,06:08,Mumbai,Rain,Dry,Daylight,Bicycle,49,Male,68,No,2,2,Minor,Saturday,August
1154,2023-03-16,04:48,Mumbai,Clear,Wet,Darkness,Truck,25,Male,69,Yes,2,2,Minor,Thursday,March
1155,2024-01-21,16:41,Chennai,Clear,Dry,Daylight,Bus,50,Female,77,No,1,1,Serious,Sunday,January
1156,2023-07-29,23:59,Delhi,Fog,Wet,Darkness,Motorcycle,35,Male,72,No,1,4,Minor,Saturday,July
1157,2024-04-19,15:40,Chennai,Fog,Icy,Daylight,Car,62,Male,110,No,4,1,Minor,Friday,April
1158,2024-02-22,23:35,Mumbai,Fog,Wet,Darkness,Bus,46,Male,76,Yes,1,4,Serious,Thursday,February
1159,2023-12-13,18:37,Kolkata,Fog,Dry,Daylight,Motorcycle,49,Male,105,No,2,5,Minor,Wednesday,December
1160,2024-06-12,18:59,Bangalore,Rain,Snowy,Daylight,Car,50,Male,37,No,3,4,Serious,Wednesday,June
1161,2024-10-01,08:18,Ahmedabad,Fog,Dry,Daylight,Bicycle,22,Male,35,Yes,3,4,Minor,Tuesday,October
1162,2023-06-28,13:02,Chennai,Clear,Wet,Darkness,Bus,35,Male,21,No,3,3,Fatal,Wednesday,June
1163,2023-07-01,04:13,Delhi,Rain,Snowy,Twilight,Bus,65,Male,32,No,2,2,Minor,Saturday,July
1164,2024-10-25,00:16,Delhi,Windy,Dry,Daylight,Motorcycle,27,Male,64,No,1,1,Minor,Friday,October
1165,2023-01-25,21:47,Lucknow,Clear,Dry,Daylight,Auto Rickshaw,53,Male,99,No,3,5,Minor,Wednesday,January
1166,2023-06-29,05:12,Bangalore,Clear,Dry,Darkness,Truck,50,Male,91,No,2,1,Serious,Thursday,June
1167,2024-12-10,10:55,Jaipur,Clear,Dry,Daylight,Bicycle,40,Male,62,No,2,3,Minor,Tuesday,December
1168,2024-05-15,23:21,Pune,Clear,Wet,Twilight,Truck,57,Male,91,No,3,4,Fatal,Wednesday,May
1169,2023-06-10,09:48,Mumbai,Clear,Dry,Darkness,Bus,22,Female,73,No,3,5,Minor,Saturday,June
1170,2023-06-26,10:44,Jaipur,Fog,Dry,Darkness,Truck,51,Female,93,No,4,2,Minor,Monday,June
1171,2023-10-12,04:25,Lucknow,Windy,Dry,Daylight,Car,41,Male,116,No,4,0,Serious,Thursday,October
1172,2023-03-04,08:54,Mumbai,Clear,Dry,Daylight,Bicycle,34,Male,50,No,2,0,Serious,Saturday,March
1173,2024-10-23,09:10,Bangalore,Clear,Dry,Darkness,Truck,48,Female,95,Yes,4,3,Minor,Wednesday,October
1174,2024-10-27,06:07,Lucknow,Clear,Snowy,Twilight,Car,24,Male,28,No,4,2,Minor,Sunday,October
1175,2023-06-05,02:25,Mumbai,Fog,Dry,Twilight,Motorcycle,34,Male,92,No,3,0,Serious,Monday,June
1176,2024-04-13,01:33,Bangalore,Clear,Snowy,Daylight,Truck,45,Male,67,No,4,0,Serious,Saturday,April
1177,2023-02-18,15:42,Hyderabad,Clear,Dry,Daylight,Bicycle,55,Male,37,No,2,5,Serious,Saturday,February
1178,2023-03-25,20:12,Jaipur,Clear,Dry,Daylight,Car,39,Male,113,No,3,5,Minor,Saturday,March
1179,2023-12-27,14:24,Jaipur,Clear,Wet,Darkness,Truck,32,Male,115,No,4,1,Minor,Wednesday,December
1180,2024-11-19,21:29,Pune,Clear,Dry,Daylight,Motorcycle,54,Male,106,No,4,2,Minor,Tuesday,November
1181,2023-05-28,04:26,Bangalore,Fog,Dry,Daylight,Truck,32,Male,30,No,4,0,Minor,Sunday,May
1182,2024-09-21,21:29,Chennai,Rain,Dry,Daylight,Car,67,Male,81,No,1,5,Minor,Saturday,September
1183,2023-12-08,22:23,Hyderabad,Rain,Dry,Daylight,Truck,67,Male,103,No,4,5,Minor,Friday,December
1184,2024-04-20,15:20,Kolkata,Clear,Dry,Twilight,Bicycle,42,Male,38,No,4,5,Serious,Saturday,April
1185,2023-03-04,01:01,Mumbai,Rain,Dry,Daylight,Bus,38,Male,119,No,2,1,Minor,Saturday,March
1186,2024-12-01,21:49,Hyderabad,Rain,Dry,Daylight,Car,55,Female,109,No,4,2,Serious,Sunday,December
1187,2023-12-26,22:34,Bangalore,Clear,Dry,Daylight,Car,19,Female,93,No,1,4,Serious,Tuesday,December
1188,2024-07-14,07:56,Ahmedabad,Rain,Dry,Daylight,Car,44,Female,43,No,3,5,Minor,Sunday,July
1189,2023-11-23,03:19,Mumbai,Clear,Dry,Daylight,Car,66,Male,32,No,4,2,Serious,Thursday,November
1190,2023-05-21,12:59,Delhi,Fog,Dry,Daylight,Truck,49,Male,65,No,4,3,Minor,Sunday,May
1191,2023-08-03,07:28,Jaipur,Clear,Dry,Darkness,Bicycle,38,Male,72,Yes,2,1,Minor,Thursday,August
1192,2024-03-10,22:36,Bangalore,Windy,Icy,Daylight,Motorcycle,21,Male,117,No,4,4,Minor,Sunday,March
1193,2024-12-23,08:04,Delhi,Clear,Dry,Daylight,Bicycle,61,Male,48,Yes,4,5,Fatal,Monday,December
1194,2023-11-14,01:04,Pune,Fog,Wet,Daylight,Car,36,Male,55,No,4,5,Serious,Tuesday,November
1195,2023-02-01,22:21,Lucknow,Rain,Dry,Darkness,Auto Rickshaw,19,Male,90,No,4,1,Serious,Wednesday,February
1196,2024-10-31,21:52,Kolkata,Fog,Snowy,Daylight,Truck,43,Male,113,No,3,1,Minor,Thursday,October
1197,2023-10-12,16:32,Kolkata,Clear,Dry,Darkness,Auto Rickshaw,51,Male,36,No,2,0,Minor,Thursday,October
1198,2023-11-01,20:25,Delhi,Clear,Icy,Daylight,Truck,31,Male,67,Yes,3,5,Minor,Wednesday,November
1199,2024-03-04,13:22,Jaipur,Fog,Wet,Darkness,Car,32,Male,96,No,1,2,Minor,Monday,March
1200,2024-04-21,23:19,Pune,Clear,Dry,Daylight,Truck,37,Male,43,No,4,1,Minor,Sunday,April
1201,2023-10-13,07:53,Ahmedabad,Clear,Snowy,Twilight,Car,51,Female,73,No,1,1,Minor,Friday,October
1202,2023-05-24,09:10,Jaipur,Rain,Dry,Daylight,Bicycle,53,Male,114,No,3,3,Minor,Wednesday,May
1203,2024-02-28,02:25,Hyderabad,Rain,Dry,Daylight,Bus,36,Male,110,No,1,3,Serious,Wednesday,February
1204,2023-01-19,01:32,Kolkata,Clear,Wet,Darkness,Truck,26,Male,104,No,4,3,Minor,Thursday,January
